Company,Ticker,Name,Title,Equity,Cash,Other,Total,F_Salary,M_Salary,F_Number,M_Number,F_Hourly,M_Hourly,H_Number,S_Number,S_Median,H_Median,Median,CEO_Ratio,S_Gender_Ratio,H_Gender_Ratio
TRAVELCENTERS OF AMERICA LLC,TA,Thomas M. O'Brien,"President and Chief Executive Officer, Director",2024700.0,2020000.0,0.0,4044700.0,54341.0,52202.0,8.0,14.0,7.85,10.68,14.0,22.0,52979.8181818,18530.0,39582.6666667,102.183615724,1.04097544155,0.735018726592
TRAVELERS COS INC,TRV,Jay S. Fishman,Executive Chairman of the Board,11000015.0,8100000.0,210349.0,19310364.0,68418.0,78187.0,141.0,143.0,23.17,26.27,11.0,284.0,73336.8978873,49440.0,72445.8271186,266.549016942,0.875055955594,0.881994670727
TRC COS INC,TRR,Christopher P. Vincze,Chairman and Chief Executive Officer,1569750.0,1347813.0,28204.0,2945767.0,51699.0,66231.0,20.0,31.0,21.67,28.3,22.0,51.0,60532.1764706,49970.0,57349.0547945,51.3655719446,0.780586130362,0.765724381625
TRIBUNE MEDIA CO,TRCO,Peter Liguori,Chief Executive Officer,19901616.0,3097308.0,10400.0,23009324.0,55026.0,60998.0,34.0,31.0,18.4,17.18,11.0,65.0,57874.1846154,35580.0,54647.3947368,421.050703529,0.902095150661,1.07101280559
TRIMBLE NAVIGATION LTD,TRMB,Steven W. Berglund,President & Chief Executive Officer,7721770.0,1033654.0,0.0,8755424.0,,80730.0,,13.0,,,,13.0,80730.0,,80730.0,108.453164871,,
TRINITY INDUSTRIES,TRN,Timothy R. Wallace,"Chairman, Chief Executive Officer and President",3461651.0,4050000.0,550275.0,8061926.0,57382.0,71259.0,18.0,23.0,16.99,18.92,20.0,41.0,65166.6585366,35910.0,55574.3114754,145.065692871,0.805259686496,0.89799154334
TRIUMPH GROUP INC,TGI,Richard C. Ill,Chairman,0.0,400000.0,840555.0,1240555.0,64824.0,75943.0,18.0,75.0,16.8,22.15,56.0,93.0,73790.9354839,38950.0,60696.3557047,20.4387065022,0.85358755909,0.758465011287
TRUSTMARK CORP,TRMK,Gerard R. Host,"President and CEO, Trustmark Corporation; President and CEO, Trustmark National Bank",710112.0,1275091.0,70037.0,2055240.0,59456.0,66268.0,9.0,14.0,,,,23.0,63602.4347826,,63602.4347826,32.3138572765,0.89720528762,
TUESDAY MORNING CORP,TUES,R. Michael Rouleau,Former Chief Executive Officer,1430805.0,1061667.0,148069.0,2640541.0,53388.0,47488.0,12.0,6.0,9.61,8.03,15.0,18.0,51421.3333333,17640.0,36066.1818182,73.2137661068,1.12424191375,1.19676214197
TWITTER INC,TWTR,Omid Kordestani,Executive Chairman,12352000.0,9615.0,0.0,12361615.0,94102.0,125818.0,23.0,38.0,,,,61.0,113859.508197,,113859.508197,108.569018045,0.747921601043,
TYCO INTERNATIONAL PLC,TYC,George R. Oliver,Chief Executive Officer,7695703.0,1000000.0,276248.0,8971951.0,62207.0,76120.0,19.0,44.0,,,,63.0,71924.015873,,71924.015873,124.742075246,0.817222806096,
TYLER TECHNOLOGIES INC,TYL,John S. Marr Jr.,Chief Executive Officer and President,2308573.0,1126400.0,10944.0,3445917.0,63776.0,69345.0,29.0,49.0,,,,78.0,67274.474359,,67274.474359,51.2217603011,0.919691398082,
TYSON FOODS INC  -CL A,TSN,Donnie Smith,President and Chief Executive Officer,6064268.0,3350571.0,765861.0,10180700.0,65256.0,64852.0,36.0,100.0,14.11,15.22,139.0,136.0,64958.9411765,29330.0,46950.1309091,216.840715944,1.00622956886,0.927069645204
UDR INC,UDR,Thomas W. Toomey,"Chief Executive Officer and President, Director",4750239.0,2600000.0,16485.0,7366724.0,67299.0,47023.0,9.0,3.0,16.0,21.82,7.0,12.0,62230.0,37820.0,53236.8421053,138.376427088,1.43119324586,0.733272227314
ULTA SALON COSMETCS & FRAG,ULTA,Mary N. Dillon,Chief Executive Officer and Director (Principal Executive Officer),15490127.0,3023215.0,49646.0,18562988.0,53080.0,63954.0,72.0,15.0,12.77,14.46,137.0,87.0,54954.8275862,27230.0,37998.125,488.523789003,0.829971542046,0.883125864454
UMPQUA HOLDINGS CORP,UMPQ,Raymond P. Davis,President/Chief Executive Officer,1502000.0,1710000.0,64372.0,3276372.0,68153.0,70246.0,31.0,27.0,16.66,20.91,29.0,58.0,69127.3275862,37570.0,58608.2183908,55.9029448422,0.970204709165,0.79674796748
UNDER ARMOUR INC,UA,Robin Thurston,Chief Digital Officer,2400000.0,575000.0,11390.0,2986390.0,61245.0,80646.0,52.0,44.0,13.64,17.4,22.0,96.0,70137.125,31040.0,62847.8305085,47.5177898082,0.759430101927,0.783908045977
UNIFIRST CORP,UNF,Ronald D. Croatti,"Chairman of the Board, President and Chief Executive Officer",0.0,2077188.0,29217.0,2106405.0,46892.0,46613.0,20.0,25.0,14.71,13.56,19.0,45.0,46737.0,28270.0,41254.609375,51.0586582181,1.0059854547,1.08480825959
UNION BANKSHARES CORP,UBSH,G. William Beale,"President and Chief Executive Officer, Union Bankshares Corporation",339499.0,932751.0,109253.0,1381503.0,71497.0,109498.0,35.0,41.0,17.55,20.35,32.0,76.0,91997.5394737,37900.0,75968.6388889,18.185175096,0.652952565344,0.862407862408
UNION PACIFIC CORP,UNP,Lance M Fritz,"Chairman, President & CEO",6000496.0,2966000.0,139220.0,9105716.0,71327.0,79253.0,17.0,96.0,20.23,27.94,19.0,113.0,78060.5929204,48170.0,73758.1590909,123.453677698,0.899991167527,0.724051539012
UNISYS CORP,UIS,Peter A. Altabef,President and Chief Executive Officer,3794748.0,2284200.0,33208.0,6112156.0,79108.0,79747.0,29.0,78.0,14.61,17.31,34.0,107.0,79573.8130841,31920.0,68082.822695,89.7753024633,0.991987159392,0.844020797227
UNITED BANKSHARES INC/WV,UBSI,Richard M. Adams,Chairman of the Board and Chief Executive Officer,584115.0,1422391.0,32185.0,2038691.0,53964.0,62549.0,13.0,15.0,12.48,12.92,26.0,28.0,58563.1071429,25400.0,42595.6851852,47.8614439734,0.862747605877,0.965944272446
UNITED NATURAL FOODS INC,UNFI,Steven L. Spinner,President and Chief Executive Officer,2976874.0,872300.0,88249.0,3937423.0,59804.0,60999.0,8.0,13.0,16.17,17.76,13.0,21.0,60543.7619048,33930.0,50367.9117647,78.1732428851,0.98040951491,0.910472972973
UNITED PARCEL SERVICE INC,UPS,David P. Abney,Chief Executive Officer,8350236.0,1652242.0,27722.0,10030200.0,64470.0,67794.0,94.0,258.0,16.69,17.76,423.0,352.0,66906.3409091,34450.0,49191.4606452,203.901243599,0.950969112311,0.939752252252
UNITED RENTALS INC,URI,Michael Kneeland,President and Chief Executive Officer,6353954.0,1720925.0,3000.0,8077879.0,74046.0,73112.0,5.0,32.0,20.16,20.73,61.0,37.0,73238.2162162,40890.0,53103.1020408,152.116895051,1.01277492067,0.972503617945
UNITED STATES CELLULAR CORP,USM,Kenneth R. Meyers,President and Chief Executive Officer,3960791.0,1869300.0,82325.0,5912416.0,67114.0,76999.0,15.0,34.0,12.44,12.52,23.0,49.0,73972.9795918,24960.0,58316.0555556,101.385732345,0.871621709373,0.993610223642
UNITED STATES STEEL CORP,X,Mario Longhi,President & Chief Executive Officer,6124925.0,1428750.0,1054990.0,8608665.0,58698.0,73769.0,11.0,50.0,,,,61.0,71051.2786885,,71051.2786885,121.161295882,0.795700090824,
UNITED TECHNOLOGIES CORP,UTX,Akhil Johri,Executive Vice President and Chief Financial Officer,10241136.0,1740000.0,386405.0,12367541.0,71315.9433962,85822.4333333,106.0,300.0,24.0101785714,21.5998214286,56.0,406.0,82035.0246305,45610.0,77619.8701299,159.334729359,0.830970885191,1.11159153101
UNITEDHEALTH GROUP INC,UNH,Stephen J. Hemsley,CEO,9350485.0,5022000.0,145679.0,14518164.0,70546.0,79854.0,392.0,307.0,17.53,19.38,339.0,699.0,74634.0629471,36910.0,62313.7764933,232.984820003,0.883437273023,0.904540763674
UNIVERSAL FOREST PRODS INC,UFPI,Matthew J. Missad,Chief Executive Officer,1248576.0,1492558.0,41604.0,2782738.0,62201.0,51945.0,6.0,21.0,10.68,14.06,36.0,27.0,54224.1111111,24740.0,37376.047619,74.4524415305,1.19743959958,0.75960170697
UNIVERSAL HEALTH SERVICES INC,UHS,Alan B. Miller,Chairman of the Board and Chief Executive Officer,14053452.0,5002909.0,1370948.0,20427309.0,62656.0,63504.0,47.0,30.0,22.25,18.35,54.0,77.0,62986.3896104,40600.0,53758.4122137,379.983488329,0.986646510456,1.21253405995
UNUM GROUP,UNM,Thomas R. Watjen,Chairman of the Board of Directors Retired Former Chief Executive Officer,6242111.0,695994.0,1339100.0,8277205.0,46459.0,59668.0,28.0,36.0,16.14,13.36,7.0,64.0,53889.0625,29500.0,51484.5070423,160.770792526,0.778625058658,1.20808383234
URBAN OUTFITTERS INC,URBN,Trish Donnelly,North America Brand President Urban Outfitters Group,909833.0,1162937.0,95204.0,2167974.0,51941.0,50959.0,51.0,13.0,10.71,9.24,15.0,64.0,51741.53125,19950.0,45705.164557,47.433895513,1.01927039385,1.15909090909
US BANCORP \DE\,USB,Richard K. Davis,"Chairman, President and Chief Executive Officer",7750000.0,3604900.0,27632.0,11382532.0,55962.0904977,67179.7326389,221.0,288.0,14.3925670498,16.0117241379,261.0,509.0,62309.2043222,30404.2911877,51494.6818182,221.042864974,0.833020440831,0.898876780903
USG CORP,USG,James S. Metcalf,"Chairman, President and Chief Executive Officer",5180422.0,2498827.0,68318.0,7747567.0,55000.0,65914.0,3.0,21.0,14.5,17.22,14.0,24.0,64549.75,31720.0,52454.5789474,147.700489747,0.834420608672,0.842044134727
VAIL RESORTS INC,MTN,Robert A. Katz,Chairman and Chief Executive Officer,4122084.0,1187613.0,34726.0,5344423.0,48708.0,57597.0,23.0,43.0,14.01,13.07,31.0,66.0,54499.3181818,27080.0,45736.443299,116.852614994,0.845669045263,1.07192042846
"VALEANT PHARMACEUTICALS INTERNATIONAL, INC.",VRX,Ari S. Kellen,"Executive Vice President, Company Group Chairman",43085254.0,7552885.0,2521.0,50640660.0,85211.0,86870.0,11.0,18.0,13.0,23.0,6.0,29.0,86240.7241379,36000.0,77628.0285714,652.350200461,0.980902497985,0.565217391304
VALERO ENERGY CORP,VLO,Joseph W. Gorder,"Chairman of the Board, President, and CEO",8870341.0,5200000.0,212411.0,14282752.0,53987.0,86970.0,21.0,45.0,11.82,21.96,37.0,66.0,76475.4090909,33780.0,61138.223301,233.614116159,0.620754283086,0.53825136612
VALMONT INDUSTRIES INC,VMI,Mogens C. Bay,Chairman and Chief Executive Officer,3504580.0,980000.0,412023.0,4896603.0,58670.0,72860.0,15.0,25.0,15.69,18.22,20.0,40.0,67538.75,33910.0,56329.1666667,86.9283763592,0.80524293165,0.861141602634
VALSPAR CORP,VAL,G. E. Hendrickson,"Chairman, President and CEO",5620742.0,2908174.0,568176.0,9097092.0,63765.0,63877.0,20.0,38.0,21.19,18.67,19.0,58.0,63838.3793103,39860.0,57921.6363636,157.058615245,0.998246630242,1.13497589716
VANTIV INC,VNTV,Mark Heimbouch,Senior Executive Vice President and Chief Operating & Financial Officer,5249941.0,1449175.0,11700.0,6710816.0,66556.0,68885.0,22.0,29.0,13.46,19.5,7.0,51.0,67880.3333333,32960.0,63665.8103448,105.406904642,0.966190026856,0.690256410256
VARIAN MEDICAL SYSTEMS INC,VAR,Dow R. Wilson,President and Chief Executive Officer,5500070.0,1859623.0,147326.0,7507019.0,84416.0,103663.0,14.0,52.0,27.66,32.57,17.0,66.0,99580.3030303,60230.0,91520.6024096,82.0254544042,0.81433105351,0.849247774025
VCA INC,WOOF,Robert L. Antin,"Chairman of the Board, Chief Executive Officer and President",4300022.0,3566391.0,91397.0,7957810.0,60778.6666667,77325.5,39.0,16.0,13.3566860465,14.5379069767,172.0,55.0,65592.2909091,27894.5930233,37028.3964758,214.911007697,0.786010651941,0.918748900229
VERIFONE SYSTEMS INC,PAY,Paul Galant,CEO,6095840.0,2513600.0,18583.0,8628023.0,90627.0,95368.0,11.0,26.0,,,,37.0,93958.5135135,,93958.5135135,91.8280066102,0.950287308112,
VERINT SYSTEMS INC,VRNT,Dan Bodner,"President and Chief Executive Officer and Corporate Officer, Director",8049928.0,1538825.0,57019.0,9645772.0,63000.0,91213.0,4.0,24.0,,,,28.0,87182.5714286,,87182.5714286,110.638764629,0.69069101992,
"VERISK ANALYTICS, INC.",VRSK,Scott G. Stephenson,"Chairman, President and Chief Executive Officer",4300002.0,2260000.0,16610.0,6576612.0,68590.0,77446.0,32.0,48.0,12.9,25.78,8.0,80.0,73903.6,38680.0,70701.4545455,93.0194724038,0.88564935568,0.500387897595
VERIZON COMMUNICATIONS INC,VZ,Lowell C. McAdam,Chairman and Chief Executive Officer,12000065.0,5661538.0,598965.0,18260568.0,73601.0,89694.0,89.0,186.0,24.18,30.46,69.0,275.0,84485.72,54640.0,78499.2238372,232.621000659,0.820578857003,0.79382797111
VERTEX PHARMACEUTICALS INC / MA,VRTX,Jeffrey M. Leiden,"Chairman, President & CEO",32552611.0,4070000.0,12857.0,36635468.0,84428.0,85774.0,16.0,13.0,,,,29.0,85031.3793103,,85031.3793103,430.846451006,0.984307599039,
VF CORP,VFC,Eric C. Wiseman,Chairman and Chief Executive Officer,9169945.0,3415501.0,381551.0,12966997.0,62820.0,82045.0,28.0,34.0,17.23,14.82,18.0,62.0,73362.7419355,32050.0,64067.375,202.396258626,0.765677372174,1.16261808367
VIACOM INC,VIAB,Philippe P. Dauman,"President and Chief Executive Officer, Director",35876984.0,18000000.0,263525.0,54140509.0,80501.0,90696.0,99.0,46.0,19.91,24.63,25.0,145.0,83735.2758621,44540.0,77971.2647059,694.364894609,0.88759151451,0.808363784003
VIASAT INC,VSAT,Mark D. Dankberg,Chairman and Chief Executive Officer,4885995.0,2165000.0,21540.0,7072535.0,70751.0,84828.0,24.0,79.0,22.65,24.19,19.0,103.0,81547.9223301,46840.0,76142.5901639,92.88540073,0.834052435517,0.936337329475
VIRGIN AMERICA INC,VA,C. David Cush,President & CEO,2292441.0,1361543.0,27720.0,3681704.0,78732.0,76485.0,8.0,14.0,20.0,25.0,7.0,22.0,77302.0909091,45000.0,69505.0344828,52.9703211774,1.02937830947,0.8
VIRTUSA CORP,VRTU,Kris Canekeratne,Chairman and Chief Executive Officer,2990124.0,598600.0,0.0,3588724.0,88625.0,93354.0,6.0,49.0,,,,55.0,92838.1090909,,92838.1090909,38.6557205348,0.949343359685,
VISA INC,V,Vasant M. Prabhu,Executive Vice President and Chief Financial Officer,7500041.0,8503869.0,979180.0,16983090.0,102819.0,109885.0,45.0,95.0,27.24,43.59,23.0,140.0,107613.785714,70830.0,102423.435583,165.812539907,0.935696409883,0.624913971094
VISHAY PRECISION GROUP INC,VPG,Ziv Shoshani,President and Chief Executive Officer,859474.0,865253.0,208389.0,1933116.0,52263.0,61498.0,12.0,30.0,14.7,17.19,55.0,42.0,58859.4285714,31890.0,43567.4845361,44.3706130979,0.849832514879,0.855148342059
VISTEON CORP,VC,Timothy D. Leuliette,Chief Executive Officer and President,0.0,2857606.0,1010256.0,3867862.0,60678.0,86625.0,4.0,19.0,,,,23.0,82112.4782609,,82112.4782609,47.1044362796,0.700467532468,
VITAMIN SHOPPE INC,VSI,Colin Watts,Chief Executive Officer,999999.0,1228077.0,193.0,2228269.0,48301.0,70356.0,10.0,6.0,12.56,13.28,21.0,16.0,56571.625,25840.0,39129.3513514,56.9462289316,0.686522826767,0.94578313253
VMWARE INC -CL A,VMW,Carl M. Eschenbach,President and Chief Operating Officer,14944821.0,1427525.0,22323.0,16394669.0,97029.0,123378.0,29.0,119.0,35.27,35.63,20.0,148.0,118215.02027,70900.0,112582.279762,145.623885346,0.786436803968,0.989896154926
VONAGE HOLDINGS CORP,VG,Alan Masarek,Chief Executive Officer,3370000.0,1940000.0,99967.0,5409967.0,62760.0,80614.0,9.0,19.0,17.67,21.0,5.0,28.0,74875.2142857,38670.0,69389.5757576,77.9651257546,0.778524821991,0.841428571429
VULCAN MATERIALS CO,VMC,J. Thomas Hill,"Chairman, President & Chief Executive Officer",3088101.0,2814668.0,163523.0,6066292.0,54797.0,74416.0,8.0,14.0,,,,22.0,67281.8181818,,67281.8181818,90.1624266991,0.736360460116,
W R GRACE & CO,GRA,Alfred E. Festa,Chairman & Chief Executive Officer,4256916.0,2059688.0,129703.0,6446307.0,56980.0,71931.0,17.0,22.0,15.14,16.27,11.0,39.0,65413.8974359,31410.0,57933.04,111.27168538,0.792148030752,0.930547019053
WABTEC CORP,WAB,Albert J. Neupaver,Executive Chairman,2972713.0,1804366.0,35049.0,4812128.0,63680.0,75578.0,9.0,22.0,,,,31.0,72123.7419355,,72123.7419355,66.7204428232,0.842573235598,
WADDELL&REED FINL INC  -CL A,WDR,Henry J. Herrmann,Chairman and Chief Executive Officer,2866000.0,3250000.0,145023.0,6261023.0,49089.0,67431.0,22.0,25.0,,,,47.0,58845.3829787,,58845.3829787,106.397863062,0.72798861058,
WAL-MART STORES INC,WMT,C. Douglas McMillon,President and CEO,14270786.0,4670202.0,463054.0,19404042.0,48875.0,51290.0,263.0,356.0,10.93,10.68,3136.0,619.0,50263.917609,21610.0,26333.5086551,736.857448589,0.952914798206,1.0234082397
WALGREENS BOOTS ALLIANCE INC,WBA,Gregory D. Wasson,Former President and Chief Executive Officer,11724656.0,2551885.0,5802015.0,20078556.0,72820.382199,72316.7298578,191.0,211.0,,,,402.0,72556.0273632,,72556.0273632,276.731744139,1.00696453424,
WASTE CONNECTIONS INC,WCN,Ronald J. Mittelstaedt,Chief Executive Officer and Chairman,2490468.0,2845087.0,49878.0,5385433.0,54290.0,65767.0,10.0,21.0,17.03,17.46,43.0,31.0,62064.7419355,34490.0,46041.5810811,116.968897973,0.82548998738,0.975372279496
WASTE MANAGEMENT INC,WM,David P. Steiner,President and Chief Executive Officer,8067577.0,3076877.0,428921.0,11573375.0,58986.0,63709.0,35.0,97.0,16.69,17.24,197.0,132.0,62456.6893939,33930.0,45375.3586626,255.058589973,0.925866047183,0.968097447796
WATERS CORP /DE/,WAT,Christopher J. O'Connell,President and Chief Executive Officer,9999144.0,2203305.0,29218.0,12231667.0,78550.0,77254.0,23.0,32.0,17.5,18.95,9.0,55.0,77795.9636364,36450.0,71981.6875,169.927483292,1.01677583038,0.923482849604
WEATHERFORD INTL PLC,WFT,Bernard J. Duroc-Danner,"Chairman of the Board, President and Chief Executive Officer",8263857.0,4831720.0,1831435.0,14927012.0,81996.0,66389.0,5.0,18.0,16.7,19.68,19.0,23.0,69781.826087,36380.0,54671.4761905,273.031076534,1.23508412538,0.848577235772
WEB.COM GROUP INC,WEB,David L. Brown,Chief Executive Officer and President,3197549.0,1092000.0,140990.0,4430539.0,51154.0,59033.0,14.0,18.0,12.0,11.13,6.0,32.0,55585.9375,23130.0,50461.3157895,87.8007029877,0.866532278556,1.0781671159
WEBMD HEALTH CORP,WBMD,Martin J. Wygod,Chairman of the Board,0.0,1232040.0,16832.0,1248872.0,84142.0,92370.0,25.0,30.0,18.5,16.02,7.0,55.0,88630.0,34520.0,82520.8064516,15.1340256319,0.910923459998,1.15480649189
WEBSTER FINANCIAL CORP,WBS,James C. Smith,Chairman & Chief Executive Officer,1790492.0,1803750.0,354998.0,3949240.0,63050.0,89163.0,25.0,11.0,18.54,16.0,7.0,36.0,71028.9722222,34540.0,65088.9069767,60.6745478367,0.707131882059,1.15875
WEIS MARKETS INC,WMK,Jonathan H. Weis,"Chairman, President and Chief Executive Officer",0.0,5283350.0,139607.0,5422957.0,53724.0,58609.0,9.0,10.0,11.37,10.4,84.0,19.0,56295.0526316,21770.0,28138.6990291,192.72237833,0.916651026293,1.09326923077
WELLCARE HEALTH PLANS INC,WCG,Kenneth A. Burdick,Chief Executive Officer,5000007.0,2749039.0,44688.0,7793734.0,63106.0,74678.0,69.0,31.0,18.85,16.47,29.0,100.0,66693.32,35320.0,59640.4031008,130.678761289,0.845041377648,1.1445051609
WELLS FARGO & COMPANY/MN,WFC,John G. Stumpf,Chairman & CEO,12500054.0,6800000.0,18550.0,19318604.0,65729.0,78752.0,177.0,246.0,17.99,17.75,186.0,423.0,73302.6595745,35740.0,61830.320197,312.445478827,0.834632771231,1.01352112676
WENDY'S CO,WEN,Emil J. Brolick,President and CEO,4499990.0,2572500.0,91708.0,7164198.0,38262.0,47042.0,89.0,74.0,9.07,8.86,189.0,163.0,42248.0122699,17930.0,29190.8977273,245.4257511,0.813358275584,1.0237020316
WERNER ENTERPRISES INC,WERN,Gregory L. Werner,Vice Chairman & CEO,1127583.0,1070000.0,40043.0,2237626.0,44205.0,49518.0,9.0,41.0,16.35,18.18,11.0,50.0,48561.66,34530.0,46031.3606557,48.6109028307,0.892705682782,0.899339933993
WESCO INTERNATIONAL INC,WCC,John J. Engel,"Chairman, President and CEO",4173547.0,1750000.0,90558.0,6014105.0,56974.0,60015.0,22.0,40.0,11.0,16.75,14.0,62.0,58935.9354839,27750.0,53191.1578947,113.065878579,0.949329334333,0.65671641791
WEST CORP,WSTC,Nancee R. Berger,President and Chief Operating Officer,3122000.0,1567658.0,268987.0,4958645.0,52181.0,64249.0,29.0,56.0,13.64,13.44,32.0,85.0,60131.6823529,27080.0,51091.9059829,97.0534354631,0.812168282775,1.01488095238
WEST MARINE INC,WMAR,Matthew L. Hyde,Chief Executive Officer,457600.0,1089780.0,5940.0,1553320.0,56150.0,68094.0,4.0,7.0,,,,11.0,63750.7272727,,63750.7272727,24.3655259548,0.824595412224,
WESTERN DIGITAL CORP,WDC,Stephen D. Milligan,President and Chief Executive Officer,9154094.0,2546250.0,7819.0,11708163.0,96428.0,104536.0,11.0,55.0,28.0,26.37,15.0,66.0,103184.666667,54370.0,94144.9135802,124.363203011,0.922438203107,1.06181266591
WESTERN UNION CO,WU,Hikmet Ersek,President and Chief Executive Officer,5680600.0,2767000.0,122200.0,8569800.0,70462.0,93039.0,19.0,26.0,,,,45.0,83506.4888889,,83506.4888889,102.624360263,0.757338320489,
WEYERHAEUSER CO,WY,Doyle R. Simons,President and Chief Executive Officer,5685860.0,2937500.0,7950.0,8631310.0,69969.0,80779.0,26.0,31.0,25.0,21.94,23.0,57.0,75848.122807,46940.0,67537.0375,127.801134304,0.86617809084,1.13947128532
WHIRLPOOL CORP,WHR,Jeff M. Fettig,Chairman of the Board and Chief Executive Officer,9990179.0,3134375.0,288794.0,13413348.0,62647.0,70681.0,34.0,93.0,16.2,20.22,38.0,127.0,68530.1653543,36420.0,61135.0969697,219.405033522,0.886334375575,0.80118694362
WHITEWAVE FOODS CO,WWAV,Gregg L. Engles,Chairman of the Board and Chief Executive Officer,7222014.0,3074960.0,384077.0,10681051.0,79952.0,79247.0,11.0,8.0,19.57,18.81,8.0,19.0,79655.1578947,38380.0,67425.4814815,158.412676711,1.00889623582,1.0404040404
WHOLE FOODS MARKET INC,WFM,A C. Gallo,President and Chief Operating Officer,1226879.0,778500.0,81037.0,2086416.0,57319.0,61910.0,36.0,31.0,14.3,15.18,263.0,67.0,59443.1940299,29480.0,35563.4363636,58.6674464938,0.925843967049,0.942028985507
WILEY (JOHN) & SONS  -CL A,JW.A,Stephen M. Smith,President and Chief Executive Officer,2133400.0,2049804.0,164882.0,4348086.0,52677.0,98214.0,43.0,17.0,,,,60.0,65579.15,,65579.15,66.3028721781,0.536349196652,
